Polymer_Index R_g^2 N_3 Sample_Time(10^(-6)s)
0 213.725 3 326
1 120.917 5 307
2 120.994 1 332
3 137.283 5 342
4 136.444 3 300
5 101.199 6 345
6 83.4128 5 361
7 152.085 3 331
8 70.6942 2 329
9 121.547 3 329
10 122.641 4 317
11 125.374 2 336
12 61.1859 5 345
13 144.862 4 332
14 108.577 6 318
15 73.0314 4 334
16 65.6132 2 335
17 182.784 2 386
18 102.653 4 309
19 54.5449 4 328
20 187.792 4 376
21 287.675 2 296
22 146.694 2 300
23 111.197 4 304
24 131.208 3 298
25 89.8744 3 341
26 108.765 4 325
27 57.3208 5 315
28 99.7026 2 300
29 217.113 2 301
30 161.438 4 365
31 85.6303 5 367
32 88.5234 5 375
33 62.0769 4 352
34 126.862 3 370
35 52.7946 3 304
36 64.9549 5 313
37 94.2975 5 335
38 118.089 4 354
39 119.088 6 381
40 60.0849 2 373
41 68.1812 3 339
42 382.98 5 332
43 272.392 6 353
44 89.6014 5 368
45 98.0507 4 377
46 126.536 5 354
47 112.085 5 339
48 131.149 4 339
49 73.5031 3 323
50 86.0706 3 333
51 147.712 4 400
52 95.4956 3 371
53 210.508 3 337
54 101.571 3 358
55 62.4906 1 333
56 65.6537 6 326
57 77.7767 4 407
58 302.694 2 388
59 99.3228 4 352
60 163.9 1 342
61 75.8884 2 330
62 185.537 5 327
63 119.963 6 329
64 66.9938 5 354
65 78.7357 6 397
66 172.23 2 359
67 80.307 5 345
68 213.221 3 333
69 176.044 7 347
70 63.9677 5 326
71 125.781 2 329
72 68.2237 3 327
73 73.3181 3 380
74 63.8642 2 396
75 132.706 5 375
76 143.02 4 360
77 157.222 3 351
78 84.746 2 344
79 135.036 5 345
80 53.5936 3 336
81 115.123 8 339
82 144.538 3 331
83 128.21 3 378
84 89.4939 2 361
85 539.428 1 370
86 227.303 4 356
87 54.6352 6 353
88 171.16 4 348
89 79.6963 4 338
90 81.6834 3 346
91 106.122 5 338
92 122.5 4 355
93 127.737 6 346
94 107.703 3 335
95 224.318 5 348
96 148.308 4 370
97 76.2922 6 376
98 216.24 5 378
99 128.01 2 348
100 93.6801 3 351
101 58.7497 5 350
102 69.776 3 347
103 79.5017 5 341
104 78.9596 2 346
