N_3 Number_of_polymers
0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 4
10 16
11 83
12 290
13 750
14 1687
15 3060
16 4450
17 5138
18 4910
19 3883
20 2477
21 1390
22 563
23 210
24 66
25 18
26 3
27 2
28 0
29 0
30 0
31 0
32 0
33 0
34 0
35 0
36 0
37 0
38 0
39 0
