Polymer_Index R_g^2 N_3 Sample_Time(10^(-6)s)
0 73.7845 215 1481
1 105.991 208 1468
2 132.296 229 1509
3 49.9931 201 1474
4 118.162 223 1470
5 129.098 225 1465
6 53.3324 209 1461
7 82.9385 215 1486
8 86.812 216 1462
9 70.0893 211 1503
10 279.134 204 1492
11 129.316 219 1506
12 89.5717 227 1489
13 76.1917 227 1510
14 184.762 222 1485
15 75.2564 204 1495
16 130.585 203 1500
17 122.514 201 1541
18 105.938 205 1499
19 139.584 206 1501
20 214.8 244 1508
21 87.771 203 1459
22 58.0676 230 1525
23 95.252 210 1524
24 75.0843 204 1521
25 84.9315 208 1512
26 157.415 225 1518
27 238.439 204 1511
28 138.867 211 1461
29 80.9703 217 1468
30 246.687 212 1455
31 84.3484 202 1467
32 137.663 224 1503
33 56.0114 211 1503
34 155.831 228 1494
35 91.8175 207 1502
36 102.563 205 1488
37 95.7655 213 1496
38 104.34 215 1499
39 142.015 213 1512
40 90.5881 216 1497
41 131.776 216 1495
42 91.7813 211 1488
43 67.0616 215 1479
44 134.162 217 1462
45 147.71 219 1498
46 102.871 207 1480
47 108.926 220 1470
48 131.236 210 1453
49 196.003 212 1435
50 76.393 203 1473
51 129.879 216 1468
52 66.7894 203 1543
53 82.112 209 1489
54 77.4921 228 1537
55 91.9056 227 1459
56 95.4185 214 1537
57 87.7039 207 1501
58 84.7465 197 1536
59 56.5646 214 1445
60 152.603 212 1519
61 208.19 224 1478
62 96.1855 214 1514
63 70.1926 217 1507
64 84.9856 203 1507
65 102.892 202 1467
66 104.801 209 1543
67 86.4619 224 1511
68 105.597 201 1537
69 69.0647 204 1542
70 159.614 201 1504
71 85.0884 238 1481
72 119.508 210 1523
73 78.6328 224 1478
74 144.36 217 1462
75 131.33 208 1499
76 68.7829 226 1506
77 110.822 209 1490
78 154.394 204 1485
79 75.2774 217 1480
80 96.0421 226 1564
81 130.397 215 1504
82 80.8878 211 1521
83 165.488 202 1524
84 56.9594 211 1542
85 58.1194 226 1519
86 102.076 212 1466
87 123.269 194 1485
88 122.219 217 1540
89 130.745 226 1503
90 146.16 210 1478
91 214.224 203 1463
92 115.023 216 1475
93 107.042 206 1475
94 148.042 195 1452
95 213.457 209 1566
96 96.0691 222 1538
97 182.637 210 1501
98 90.0193 207 1495
99 117.525 217 1503
100 107.106 224 1515
101 105.817 210 1477
102 90.7695 211 1472
103 87.0979 209 1478
104 124.909 213 1531
105 63.6479 220 1493
106 197.193 202 1515
107 128.126 223 1532
108 147.545 222 1544
109 67.5018 212 1540
110 181.104 217 1581
111 108.439 219 1538
112 80.7817 218 1543
113 92.2566 201 1556
114 258.775 205 1536
115 115.489 214 1530
116 88.9635 207 1522
117 84.3303 225 1474
118 139.359 210 1497
119 123.28 203 1478
120 145.938 204 1537
121 108.13 209 1506
122 93.3717 205 1501
123 113.185 208 1521
124 56.3695 215 1533
125 99.0421 203 1511
126 65.9999 219 1545
127 68.4285 211 1447
128 89.9904 205 1488
129 56.7149 209 1471
130 193.178 216 1481
131 67.0429 222 1534
132 131.714 219 1524
133 75.674 206 1469
134 67.8852 214 1472
135 70.4563 213 1466
136 78.3403 210 1493
137 112.729 211 1439
138 93.8987 199 1525
139 84.1371 212 1488
140 52.007 200 1497
141 120.38 204 1486
142 177.911 219 1484
143 111.746 212 1481
144 130.771 244 1512
145 149.784 221 1567
146 110.139 210 1516
147 74.9521 212 1525
148 102.29 222 1510
149 101.078 207 1461
150 79.1467 228 1495
151 107.744 221 1557
152 52.6092 229 1561
153 76.8314 212 1543
154 131.556 212 1568
155 96.3205 216 1559
156 71.7255 213 1495
157 90.0194 225 1468
158 110.939 209 1456
159 136.026 217 1485
160 216.793 207 1440
161 117.838 206 1477
162 88.884 224 1528
163 168.248 206 1533
164 165.144 221 1539
165 79.8522 231 1525
166 310.016 199 1486
167 149.75 215 1516
168 116.766 209 1491
169 113.694 219 1493
170 142.687 193 1485
171 155.113 198 1502
172 220.161 227 1492
173 223.353 213 1448
174 68.8752 219 1469
175 95.248 223 1504
176 113.93 221 1455
177 110.694 228 1446
178 78.0475 213 1440
179 104.755 207 1476
180 97.9041 200 1431
181 141.11 234 1484
182 101.425 241 1488
183 58.2229 215 1491
184 108.144 203 1439
185 107.881 210 1485
186 89.2218 222 1484
187 101.829 210 1502
188 90.5864 231 1512
189 71.7129 206 1487
190 82.828 220 1509
191 227.696 216 1540
192 81.6172 214 1572
193 84.1289 215 1525
194 66.9894 206 1592
195 95.8066 209 1589
196 63.075 209 1553
197 104.317 205 1635
198 261.05 212 1617
199 145.662 200 1594
200 99.8469 217 1591
201 69.8513 219 1536
202 73.2596 201 1524
203 107.736 212 1556
204 108.307 200 1606
205 100.318 215 1644
206 81.614 224 1599
207 163.374 228 1577
208 180.422 207 1491
209 142.611 208 1503
210 311.566 220 1457
211 81.2675 223 1512
212 135.48 218 1500
213 142.595 210 1487
214 60.8382 217 1462
215 185.518 223 1462
216 94.934 215 1493
217 84.6688 206 1536
218 87.1386 200 1513
219 92.5178 207 1459
220 87.3771 208 1483
221 118.703 215 1462
222 115.648 193 1459
223 201.72 212 1484
224 114.015 212 1501
225 111.934 191 1487
226 132.001 208 1514
227 84.8697 224 1495
228 96.1243 211 1506
229 116.624 210 1502
230 123.291 223 1539
231 75.7714 209 1461
232 153.975 218 1532
233 192.298 199 1606
234 92.3005 209 1505
235 109.26 210 1515
236 68.8717 208 1461
237 101.897 194 1498
238 72.8579 216 1460
239 103.58 200 1471
240 102.368 224 1474
241 114.207 216 1499
242 84.2161 215 1500
243 136.946 213 1508
244 73.6273 213 1426
245 70.8557 222 1501
246 57.6669 207 1449
247 166.483 223 1487
248 128.477 205 1496
249 202.986 202 1498
250 119.69 201 1520
251 99.3495 207 1494
252 94.9159 209 1495
253 88.9053 232 1467
254 125.288 202 1442
255 80.8401 227 1468
256 223.829 215 1481
257 77.8802 201 1478
258 61.6874 225 1443
259 69.5631 206 1474
260 117.086 202 1468
261 329.439 199 1557
262 79.7566 210 1520
263 95.0112 206 1489
264 121.998 227 1477
265 118.457 209 1435
266 63.7776 215 1474
267 83.5379 195 1525
268 70.4776 198 1507
269 102.85 198 1516
270 73.5934 219 1530
271 168.751 210 1535
272 88.4032 205 1534
273 81.579 214 1541
274 92.428 223 1529
275 137.322 204 1519
276 96.1924 206 1530
277 96.173 205 1519
278 179.661 217 1508
279 132.661 204 1558
280 158.175 222 1546
281 151.513 194 1505
282 224.86 226 1543
283 158.616 235 1559
284 109.467 218 1548
285 111.795 210 1533
286 124.258 216 1510
287 126.298 201 1463
288 82.7478 200 1478
289 134.022 218 1502
290 144.704 214 1516
291 93.4928 205 1488
292 124.203 204 1527
293 187.957 201 1470
294 62.8285 188 1469
295 116.944 210 1506
296 71.4893 221 1513
297 109.351 210 1558
298 88.8362 219 1516
299 176.569 214 1486
300 133.645 224 1499
301 207.62 203 1461
302 84.4748 215 1456
303 96.9006 237 1524
304 227.802 203 1472
305 254.916 223 1458
306 87.4889 216 1466
307 123.786 214 1454
308 128.746 225 1475
309 61.1964 221 1451
310 103.707 214 1529
311 118.935 210 1490
312 154.192 198 1537
313 107.675 201 1465
314 84.6535 199 1507
315 177.356 226 1506
316 146.452 230 1516
317 116.315 215 1608
318 74.7941 211 1542
319 69.2781 211 1529
320 59.7968 209 1460
321 87.7115 221 1502
322 118.696 206 1471
323 49.6056 223 1563
324 80.5539 207 1518
325 80.0967 209 1494
326 105.263 210 1448
327 93.7516 212 1511
328 91.8789 204 1519
329 160.825 213 1447
330 93.1091 226 1483
331 122.717 232 1482
332 120.745 204 1511
333 105.736 226 1513
334 66.5298 213 1519
335 192.07 211 1518
336 221.522 220 1553
337 69.8114 208 1506
338 141.963 210 1477
339 118.973 211 1523
340 78.3584 212 1463
341 104.468 227 1470
342 109.387 214 1528
343 108.718 213 1456
344 87.7115 186 1447
345 129.362 197 1446
346 152.29 206 1474
347 149.346 199 1427
348 139.943 209 1513
349 100.006 204 1551
350 116.86 214 1546
351 98.7235 203 1539
352 118.329 232 1450
353 133.775 196 1492
354 81.586 214 1526
355 97.7359 200 1524
356 77.7856 214 1458
357 110.387 197 1566
358 75.7018 200 1498
359 80.5623 211 1536
360 172.364 192 1514
361 118.378 203 1534
362 108.158 208 1516
363 141.566 210 1511
364 78.6221 226 1536
365 74.8857 225 1463
366 155.651 224 1575
367 81.1769 213 1522
368 192.902 199 1508
369 107.222 192 1503
370 153.025 230 1561
371 190.167 220 1552
372 111.426 201 1461
373 78.8167 201 1448
374 108.38 217 1464
375 108.674 208 1470
376 84.8746 211 1514
377 154.97 224 1581
378 127.308 219 1507
379 106.623 221 1521
380 73.4623 228 1519
381 171.612 206 1478
382 88.0021 204 1472
383 85.3733 209 1494
384 114.093 215 1536
385 88.3549 211 1525
386 81.2012 205 1512
387 74.1896 194 1461
388 83.9909 223 1466
389 60.5932 213 1533
390 64.6485 195 1506
391 251.653 220 1453
392 84.5458 207 1477
393 141.311 205 1466
394 78.5071 228 1465
395 82.5661 208 1457
396 78.9574 215 1538
397 188.088 227 1539
398 236.083 224 1516
399 78.513 206 1435
400 68.8682 210 1507
401 86.7077 211 1612
402 101.603 208 1533
403 92.651 228 1570
404 133.873 214 1595
405 133 226 1527
406 92.6087 200 1501
407 79.0364 221 1495
408 123.629 209 1469
409 165.058 221 1496
410 116.306 215 1473
411 326.011 201 1501
412 88.3884 213 1499
413 54.9059 204 1504
414 97.205 216 1536
415 73.5652 209 1497
416 88.3072 213 1449
417 71.6041 223 1497
418 104.105 197 1471
419 249.613 202 1514
420 185.773 203 1522
421 79.9825 212 1521
422 73.4507 214 1531
423 103.971 217 1541
424 79.4062 218 1513
425 67.4078 224 1536
426 86.655 216 1512
427 95.9111 213 1496
428 106.072 210 1501
429 103.386 217 1486
430 83.7413 206 1473
431 140.298 211 1443
432 142.501 209 1476
433 96.3512 215 1490
434 128.471 208 1465
435 129.553 213 1466
436 184.651 207 1442
437 135.522 202 1457
438 216.013 203 1467
439 242.288 190 1506
440 50.7374 221 1538
441 75.1461 212 1504
442 158.539 217 1459
443 70.4431 207 1511
444 106.831 208 1471
445 95.8301 195 1475
446 98.2675 200 1506
447 126.555 201 1515
448 184.269 219 1528
449 66.0683 218 1604
450 119.685 204 1537
451 114.016 225 1472
452 94.675 219 1511
453 101.369 210 1503
454 119.793 215 1480
455 82.9073 211 1490
456 94.6263 225 1506
457 98.7467 213 1465
458 93.4202 216 1546
459 103.452 218 1507
460 153.772 218 1510
461 115.061 229 1550
462 142.818 223 1502
463 93.066 200 1504
464 77.121 213 1505
465 57.9025 220 1503
466 93.1635 226 1500
467 102.541 214 1478
468 89.1811 189 1530
469 94.7344 206 1519
470 129.948 203 1536
471 151.425 206 1528
472 104.373 208 1506
473 75.5769 198 1495
474 160.865 225 1442
475 128.611 203 1494
476 110.371 222 1498
477 329.641 203 1446
478 109.447 211 1435
479 232.124 209 1482
480 103.344 215 1492
481 218.896 208 1481
482 81.1755 212 1537
483 86.6257 206 1530
484 77.9556 215 1569
485 177.113 208 1478
486 71.3674 208 1498
487 89.885 206 1487
488 170.442 209 1507
489 101.768 225 1509
490 87.0556 207 1512
491 119.46 210 1522
492 142.309 210 1507
493 116.5 214 1515
494 108.17 208 1492
495 117.645 220 1518
496 95.6762 207 1506
497 60.8518 214 1492
498 70.3486 221 1498
499 75.8113 208 1482
500 89.7532 199 1507
501 94.4817 203 1477
502 61.0841 206 1482
503 45.2612 207 1461
504 80.9664 213 1460
505 126.391 224 1501
506 103.281 227 1492
507 143.936 206 1507
508 86.9982 211 1545
509 43.547 203 1552
510 75.4665 197 1521
511 116.291 218 1523
512 111.537 191 1501
513 128.258 212 1546
514 110.397 224 1546
515 89.5944 207 1501
516 131.934 208 1446
517 64.6828 208 1450
518 165.296 205 1526
519 163.018 227 1493
520 92.8192 212 1448
521 107.924 219 1467
522 194.736 214 1476
523 119.232 226 1488
524 115.282 216 1459
525 117.338 211 1541
526 104.601 223 1531
527 94.9706 217 1497
528 63.6108 196 1482
529 103.078 200 1498
530 72.3313 217 1524
531 104.53 199 1534
532 90.0025 209 1521
533 155.891 215 1546
534 84.79 228 1581
535 83.7284 221 1592
536 126.929 195 1540
537 171.533 233 1532
538 123.335 193 1481
539 126.7 222 1487
540 75.5931 212 1484
541 77.1708 211 1492
542 152.431 191 1440
543 96.3321 202 1468
544 181.086 212 1494
545 131.094 222 1477
546 208.613 219 1473
547 92.6442 207 1473
548 96.3697 214 1525
549 105.154 190 1510
550 56.9561 212 1514
551 129.535 210 1462
552 130.406 221 1475
553 75.531 220 1468
554 87.701 226 1498
555 118.126 215 1498
556 95.9113 223 1491
557 131.968 203 1469
558 80.8471 208 1513
559 106.277 205 1509
560 92.7295 207 1469
561 149.865 211 1533
562 105.643 203 1579
563 71.707 227 1530
564 101.031 208 1550
565 119.088 207 1515
566 98.916 210 1491
567 134.58 213 1455
568 130.704 210 1543
569 93.4267 220 1522
570 48.3276 208 1493
571 197.475 205 1446
572 218.836 210 1472
573 101.822 207 1538
574 119.431 219 1547
575 103.623 206 1530
576 83.258 211 1561
577 96.7872 219 1541
578 122.575 224 1519
579 89.9329 207 1493
580 264.56 229 1520
581 193.763 221 1513
582 109.403 215 1503
583 148.827 218 1499
584 168.312 201 1505
585 129.154 220 1553
586 66.8581 205 1569
587 162.268 209 1522
588 72.234 211 1506
589 93.1506 200 1426
590 116.904 221 1450
591 44.881 215 1527
592 137.282 215 1521
593 115.573 214 1496
594 101.951 231 1491
595 135.553 224 1517
596 165.011 218 1546
597 113.24 209 1553
598 124.589 222 1542
599 346.095 217 1537
600 156.79 193 1520
601 79.634 225 1488
602 128.664 206 1444
603 75.0685 223 1455
604 209.963 212 1524
605 109.279 192 1543
606 70.4831 209 1468
607 106.971 200 1446
