Polymer_Index R_g^2 N_3 Sample_Time(10^(-6)s)
0 291.738 0 660
1 474.829 0 645
2 438.816 0 601
3 470.192 1 631
4 502.001 0 612
5 430.628 0 601
6 382.954 1 608
7 269.7 0 619
8 404.586 0 607
9 218.294 0 631
10 379.283 0 670
11 171.273 0 642
12 258.763 1 641
13 854.606 1 604
14 337.1 1 645
15 449.354 0 650
16 220.871 1 601
17 327.905 0 645
18 374.543 0 659
19 135.436 0 645
20 232.461 0 616
21 233.404 1 631
22 284.707 0 642
23 318.818 1 641
24 358.172 0 605
25 159.948 0 642
26 392.244 0 679
27 235.909 0 654
28 337.594 0 618
29 417.546 0 664
30 445.496 0 669
31 432.218 0 645
32 261.732 1 639
33 434.922 0 618
34 215.257 1 638
35 217.415 0 619
36 454.56 0 655
37 297.513 0 642
38 1293.56 0 616
39 147.631 1 629
40 255.955 0 631
41 288.768 0 629
42 289.857 0 619
43 357.146 0 646
44 280.23 1 633
45 284.846 0 603
46 232.826 0 603
47 569.58 0 633
48 298.448 2 645
49 109.006 0 602
50 267.25 0 604
51 173.957 0 623
52 604.704 0 626
53 302.442 0 604
54 202.957 1 603
55 140.104 0 620
56 485.442 0 615
57 275.063 0 618
58 406.503 1 658
59 216.266 0 644
60 446.218 1 603
61 170.422 0 601
62 360.744 0 643
63 294.97 0 675
64 234.167 1 636
65 165.261 0 617
66 130.976 1 624
67 196.521 0 657
68 139.571 0 639
69 242.343 1 601
70 416.573 0 626
71 382.624 0 669
72 518.132 0 666
73 215.189 0 604
74 300.193 0 622
75 387.914 0 623
76 236.429 1 621
77 211.993 0 620
78 455.927 0 652
79 238.075 1 654
80 131.791 0 629
81 718.541 0 674
82 395.79 0 605
83 267.536 0 617
84 276.444 0 652
85 147.105 1 663
86 335.622 0 633
87 246.722 0 618
88 647.956 0 629
89 534.249 0 655
90 138.988 0 616
91 619.057 0 604
92 445.369 0 639
93 363.568 1 615
94 248.431 0 618
95 334.591 0 660
96 716.626 0 639
97 260.631 0 618
98 462.481 0 644
99 234.613 0 638
100 255.509 0 603
101 95.8966 0 636
102 429.652 0 660
103 371.76 0 628
104 537.003 0 634
105 172.455 1 651
106 300.657 0 671
107 196.203 0 623
108 186.606 0 636
109 137.47 0 681
110 501.316 0 679
111 296.922 0 642
112 445.335 0 644
113 484.094 0 713
114 271.377 1 640
115 301.914 1 620
116 142.963 0 616
117 621.51 0 619
118 201.823 0 603
119 166.998 1 612
120 189.647 0 649
121 193.15 0 642
122 309.142 0 634
123 414.752 0 653
124 207.064 0 642
125 144.948 0 602
126 309.746 0 625
127 297.684 0 662
128 577.913 0 607
129 226.763 0 601
130 384.676 1 653
131 649.454 0 631
132 445.686 0 604
133 340.91 0 600
134 695.035 0 617
135 478.446 0 630
136 265.632 0 617
137 353.76 0 602
138 161.095 1 671
139 267.246 0 637
140 712.113 1 615
141 335.128 0 620
142 201.151 1 657
143 147.747 0 630
144 117.933 0 616
145 476.37 0 647
146 499.103 1 673
147 109.962 0 615
148 381.047 0 639
149 108.231 1 663
150 296.731 0 634
151 483.871 0 603
152 694.22 0 636
153 215.622 1 685
154 152.806 0 648
155 909.47 0 625
156 630.457 0 695
157 621.434 0 675
158 212.237 0 645
159 253.227 0 602
160 273.812 0 646
161 598.897 0 630
162 187.771 0 616
163 257.003 0 619
164 813.462 2 647
165 230.475 0 669
166 459.134 0 629
167 320.091 0 641
168 372.959 1 668
169 364.073 0 629
170 394.845 0 625
171 209.28 0 664
172 462.894 0 649
173 318.271 0 629
174 295.766 0 602
175 258.039 0 615
176 661.268 0 634
177 244.485 0 599
178 357.933 0 587
179 639.878 0 587
180 290.348 0 628
181 306.678 0 585
182 1073.75 0 608
183 586.362 0 647
184 682.12 1 616
185 211.118 0 583
186 453.827 0 606
187 284.795 0 638
188 286.688 0 633
189 759.851 0 616
190 160.555 1 646
191 359.293 0 644
192 251.926 0 663
193 1167.36 0 612
194 324.285 0 607
195 306.383 0 621
196 636.223 0 657
197 437.954 0 634
198 159.26 1 600
199 662.907 0 666
200 182.448 0 663
201 145.842 0 634
202 173.318 0 618
203 552.379 0 675
204 450.425 0 675
205 169.281 0 625
206 321.428 0 615
207 227.677 1 646
208 180.443 0 640
209 351.73 0 613
210 262.83 0 609
211 217.185 0 671
212 701.067 0 617
213 152.261 0 599
214 556.263 0 604
215 229.459 0 628
216 211.525 0 634
217 927.023 0 599
218 516.927 1 631
219 494.148 1 592
220 299.65 0 596
221 457.031 0 586
222 254.228 0 619
223 273.12 0 625
224 282.57 0 604
225 405.348 1 641
226 221.603 1 613
227 202.052 0 585
228 84.3835 0 606
229 699.601 0 634
230 507.234 1 611
231 285.75 0 610
232 101.912 0 650
233 238.979 0 599
234 188.624 0 613
235 368.374 0 657
236 396.411 0 631
237 306.269 0 585
238 192.848 0 634
239 471.769 0 643
240 450.952 1 591
241 323.861 0 679
242 266.978 1 671
243 289.345 0 585
244 448.818 0 639
245 296.253 0 646
246 447.492 0 600
247 276.126 1 602
248 385.354 0 643
249 274.23 1 633
250 565.248 0 585
251 389.999 1 618
252 258.579 0 634
253 230.297 0 638
254 295.465 0 615
255 679.176 0 658
256 126.403 0 621
257 453.068 0 681
258 556.547 0 600
259 540.292 0 638
260 312.857 0 611
261 108.325 0 601
262 449.656 0 642
263 127.196 0 611
264 291.818 0 590
265 371.017 0 600
266 146.091 0 608
267 433.325 1 599
268 196.986 0 654
269 330.71 0 647
270 183.776 0 601
271 197.032 0 613
272 324.806 0 650
273 181.522 0 598
274 149.25 0 612
275 346.536 1 648
276 661.716 0 619
277 213.28 1 615
278 206.903 0 679
279 333.326 0 630
280 478.817 0 617
281 230.597 0 652
282 303.347 0 638
283 533.878 0 629
284 291.401 1 672
285 481.988 0 650
286 324.777 2 589
287 550.77 1 605
288 297.363 0 591
289 369.752 0 610
290 315.821 0 637
291 290.018 0 623
292 396.575 0 584
293 401.411 0 628
294 241.716 0 649
295 329.342 0 628
296 261.828 0 608
297 155.873 0 649
298 363.38 0 629
299 190.625 0 637
300 175.265 0 673
301 327.274 0 623
302 497.626 1 579
303 201.112 0 650
304 233.269 0 629
305 421.877 0 620
306 361.978 0 584
307 156.297 1 598
308 357.85 1 650
309 130.371 0 623
310 314.043 0 624
311 167.865 0 647
312 279.112 0 609
313 314.834 0 615
314 143.715 0 651
315 240.083 1 586
316 427.52 0 611
317 374.748 0 651
318 399.344 0 597
319 328.104 1 631
320 356.493 0 657
321 174.01 0 630
322 346.092 0 609
323 262.606 0 676
324 158.599 0 625
325 459.291 1 603
326 209.387 0 645
327 171.399 0 651
328 202.435 1 613
329 185.817 0 631
330 373.493 0 584
331 167.922 0 586
332 328.099 0 645
333 322.569 1 587
334 359.763 0 605
335 232.427 0 646
336 588.941 0 624
337 652.02 0 600
338 813.484 0 647
339 267.077 0 633
340 169.836 0 585
341 272.319 0 612
342 355.013 0 652
343 178.342 0 616
344 665.648 1 604
345 191.549 1 630
346 185.744 0 633
347 374.127 1 603
348 488.282 0 612
349 494.723 0 648
350 382.323 0 612
351 219.077 0 597
352 261.613 0 624
353 267.655 0 630
354 337.055 0 582
355 281.582 0 637
356 160.977 0 633
357 150.368 0 584
358 299.869 0 626
359 364.245 0 620
360 352.745 0 583
361 298.988 0 619
362 471.377 0 644
363 325.211 0 628
364 233.221 1 605
365 452.422 0 631
366 223.786 0 602
367 234.057 0 601
368 327.963 0 665
369 224.583 0 651
370 238.481 0 587
371 321.4 0 619
372 299.912 0 659
373 435.735 1 630
374 620.323 0 607
375 765.392 0 617
376 282.073 1 623
377 270.89 0 601
378 155.748 0 636
379 322.085 0 633
380 306.862 0 616
381 243.97 0 658
382 211.103 0 621
