Polymer_Index R_g^2 N_3 Sample_Time(10^(-6)s)
0 2.9873 0 18
1 5.86621 0 17
2 2.41113 0 16
3 4.74121 0 16
4 5.45898 0 16
5 6.44238 0 21
6 5.64648 0 18
7 3.31348 0 16
8 3.09668 0 16
9 3.66309 0 16
10 5.80371 0 16
11 1.49219 0 16
12 6.67676 0 17
13 4.32129 0 16
14 4.99121 0 16
15 1.66895 0 16
16 8.75684 0 16
17 5.58887 0 16
18 6.77637 0 17
19 6.44043 0 16
20 8.20605 0 17
21 3.41602 0 16
22 4.43848 0 18
23 3.90918 0 16
24 3.16504 0 16
25 6.07324 0 18
26 8.03809 0 16
27 5.78027 0 16
28 4.37598 0 18
29 3.21973 0 16
30 7.03418 0 16
31 6.11621 0 18
32 5.68555 0 16
33 6.54102 0 16
34 2.78809 0 34
35 3.30762 0 16
36 1.52539 0 16
37 7.18164 0 19
38 4.03223 0 17
39 5.36816 0 16
40 3.43848 1 17
41 4.27051 0 16
42 2.81934 0 16
43 5.29785 0 16
44 6.91699 0 16
45 6.71582 0 16
46 7.97754 0 16
47 2.50977 0 16
48 4.65625 0 16
49 1.92188 0 16
50 5.2002 0 16
51 1.88184 0 16
52 8.6709 0 16
53 3.54492 0 16
54 6.1084 0 16
55 1.84668 0 16
56 5.59277 0 16
57 4.92676 0 16
58 3.74121 0 18
59 5.09375 0 18
60 3.47656 0 21
61 2.96973 0 16
62 9.00586 0 16
63 2.84473 0 16
64 3.57227 0 16
65 5.05859 0 18
66 7.68555 0 16
67 6.0752 0 16
68 4.4834 0 20
69 1.68457 0 16
70 5.66699 0 16
71 2.26172 0 16
72 5.52832 0 18
73 7.68457 0 16
74 7.83984 0 16
75 4.69824 0 16
76 2.94043 0 17
77 4.62109 0 27
78 3.91309 0 16
79 4.80762 0 16
80 4.33301 0 16
81 2.90137 0 16
82 6.31152 0 16
83 3.50586 0 15
84 2.94238 0 16
85 5.96191 0 18
86 4.22559 0 16
87 3.69141 0 16
88 3.90332 0 16
89 5.30762 0 16
90 4.31152 0 20
91 8.59668 0 16
92 6.14551 0 17
93 3.07129 0 16
94 5.35254 0 16
95 2.36816 0 18
96 3.55371 0 18
97 5.66113 0 17
98 2.12305 0 29
99 3.61914 0 18
100 3.97168 0 16
101 5.08691 0 16
102 14.082 0 16
103 6.83203 0 16
104 2.7168 0 16
105 2.20312 0 16
106 10.3574 0 16
107 1.75293 0 16
108 3.8916 0 18
109 3.47363 0 16
110 4.00586 0 18
111 10.6299 0 16
112 5.39648 0 23
