Polymer_Index R_g^2 N_3 Sample_Time(10^(-6)s)
0 61.3329 8188 7894
1 60.4411 8187 7397
2 75.8316 8189 7459
3 48.936 8190 7338
4 68.7946 8188 7490
5 79.9034 8186 7636
6 64.7052 8190 7691
7 111.936 8189 7818
8 108.918 8190 7859
9 58.1708 8187 7863
10 62.5001 8188 7869
11 117.795 8188 7636
12 79.6289 8186 7490
13 41.1746 8186 7423
14 66.5939 8188 7674
15 72.7769 8189 7467
16 93.3136 8187 7419
17 54.9722 8189 7768
18 100.668 8189 7912
19 72.2661 8187 7392
20 108.079 8188 7364
21 88.4508 8187 7336
22 53.2789 8186 7419
23 98.5971 8189 7363
24 59.8179 8188 7523
25 86.0827 8189 7617
26 74.7716 8187 7529
27 94.8538 8184 7467
28 58.9218 8187 7534
29 120.505 8188 7438
30 85.302 8188 7474
31 125.349 8188 7402
32 157.81 8186 7513
33 58.9515 8187 7357
34 153.142 8187 7394
35 155.344 8188 7389
36 53.3716 8188 7364
37 49.0576 8189 7408
38 128.871 8186 7470
39 88.2336 8189 7537
40 54.482 8189 7395
41 57.6071 8189 7494
42 76.0103 8187 7416
43 43.8671 8185 7415
44 121.29 8187 7481
45 57.5076 8186 7519
46 74.9089 8189 7404
47 92.5309 8184 7439
48 76.8814 8188 7459
49 54.9546 8188 7432
50 91.4043 8189 7594
51 70.069 8187 7547
52 53.3278 8188 7538
53 95.1043 8187 7539
54 73.4117 8188 7486
55 64.94 8187 7539
56 65.0507 8189 7340
57 130.826 8190 7409
58 79.5832 8188 7450
59 80.9124 8185 7388
60 61.1035 8188 7473
61 113.602 8190 7460
62 68.6606 8189 7385
63 60.9869 8187 7371
64 89.2055 8189 7439
65 89.8711 8187 7330
66 55.7266 8188 7368
67 72.5717 8188 7432
68 73.2464 8188 7500
69 49.0913 8185 7420
70 123.876 8187 7506
71 52.1918 8185 7438
72 81.0971 8188 7365
73 59.5036 8190 7473
74 73.915 8186 7427
75 111.054 8190 7397
76 69.6697 8187 7395
77 58.395 8188 7648
78 69.3753 8186 7897
79 91.9192 8190 7358
80 66.5169 8187 7393
81 106.176 8189 7457
82 267.433 8188 7407
83 110.154 8188 7670
84 66.642 8190 7891
85 109.477 8186 7391
86 97.321 8188 7655
87 55.6459 8189 7743
88 82.344 8188 7925
89 48.3902 8188 7446
90 54.7452 8189 7586
91 44.3564 8189 7737
92 135.536 8189 7733
93 80.6923 8190 7820
94 57.0146 8188 7844
95 79.0569 8189 7881
96 63.3805 8188 7963
97 80.2561 8187 8074
98 48.4159 8187 8025
99 94.3739 8188 7372
100 77.2498 8187 7394
101 61.4466 8190 7470
102 119.196 8190 7322
103 121.403 8190 7402
104 90.7036 8187 7541
105 56.381 8187 7405
106 119.7 8189 7322
107 64.0437 8186 7641
108 86.4104 8188 7856
109 55.733 8188 7355
110 54.6306 8190 7421
111 130.764 8188 7498
112 67.086 8190 7511
113 45.5812 8184 7386
114 69.1572 8187 7496
115 89.563 8187 7473
116 82.4225 8190 7631
117 50.5829 8189 7490
118 65.0431 8189 7500
119 74.0868 8185 7595
120 79.1462 8183 7734
121 65.3584 8187 7745
122 47.0508 8189 7743
123 69.5395 8190 7827
124 49.7823 8187 7758
125 42.8413 8186 7704
126 94.1713 8185 7867
127 93.3321 8188 7422
128 60.1266 8187 7383
129 62.1193 8188 7386
130 80.2875 8189 7922
131 104.46 8187 7990
132 46.8999 8187 7438
133 37.6857 8189 8023
134 39.0246 8189 7956
135 76.8823 8189 7501
136 59.8203 8188 7629
137 47.6332 8188 8000
138 58.5592 8190 8021
139 76.2238 8190 7480
140 125.946 8189 8007
141 68.5039 8186 7965
142 66.6296 8187 7524
143 54.6149 8188 8085
144 46.9411 8188 8163
145 82.4122 8188 7402
146 47.1765 8189 8070
147 53.2442 8186 7990
148 92.5847 8187 7729
149 56.2556 8187 7360
150 63.5776 8185 7365
151 70.3406 8188 7843
152 65.427 8187 7853
153 50.3862 8188 7883
154 86.3223 8188 7432
155 74.7148 8188 7917
156 50.4309 8187 7988
157 48.3979 8188 7415
158 64.6738 8189 7849
159 79.2275 8188 7951
160 109.905 8187 7745
161 91.2184 8188 7415
162 97.0222 8189 7413
163 94.9276 8187 7378
164 113.277 8188 7858
165 51.6686 8187 7894
166 89.905 8190 7725
167 114.781 8189 7327
168 75.929 8185 7394
169 62.3329 8189 7413
170 68.5392 8185 7824
171 63.9886 8190 7959
172 59.7802 8187 7414
173 40.5366 8189 7985
174 55.704 8187 8110
175 113.556 8188 7446
176 61.4988 8189 7734
177 65.165 8188 7706
178 72.6512 8187 7857
179 65.528 8187 7812
180 104.158 8189 7569
181 57.8554 8186 7461
182 44.6873 8187 7517
183 104.077 8187 8043
184 74.1233 8188 7946
185 74.5268 8186 7412
186 82.5172 8189 8097
187 56.333 8189 7989
188 63.3111 8188 7492
189 89.8646 8188 8164
190 49.5417 8190 7980
191 94.9044 8187 7457
192 111.454 8189 7947
193 61.0738 8188 7983
194 75.5767 8188 7460
195 126.015 8189 7909
196 80.7745 8190 7999
197 57.6331 8187 7903
198 66.2642 8189 7686
199 54.0432 8189 7468
200 69.1639 8188 7460
201 53.6728 8188 7765
202 57.3043 8187 8046
203 50.1162 8190 8073
204 107.108 8190 7982
205 68.3129 8189 7885
206 90.8087 8188 7879
207 52.3579 8188 7403
208 82.4619 8190 7344
209 39.4398 8190 7489
210 69.9108 8187 7677
211 103.526 8188 7629
212 72.4984 8187 7754
213 61.3923 8188 7804
214 67.0393 8188 7799
215 61.8819 8188 7765
216 69.1007 8189 7798
217 71.0496 8189 7964
218 125.375 8187 7670
219 141.667 8188 7499
220 78.9017 8190 7419
221 59.6122 8188 7485
222 71.1818 8188 7874
223 66.9996 8188 8106
224 77.5884 8190 7447
225 62.561 8186 8008
226 76.0649 8187 8036
227 164.571 8186 7295
228 55.9118 8186 7896
229 123.013 8187 7996
230 49.4198 8189 7428
231 67.8713 8187 7882
232 59.0557 8188 8012
233 108.023 8188 7435
234 62.6617 8188 7909
235 90.4655 8188 7997
236 97.5459 8190 7458
237 98.6053 8187 7929
238 73.483 8190 7662
239 57.5875 8189 8001
240 108.971 8188 7389
241 97.6766 8184 7999
242 132.074 8185 7817
243 61.9998 8186 7978
244 109.33 8188 7520
245 54.9607 8189 7566
246 66.0611 8188 8037
247 46.8175 8189 8163
248 41.4562 8188 7733
249 86.0485 8186 7400
250 136.418 8188 7376
251 107.02 8189 7843
252 68.2161 8187 8019
253 96.4108 8190 7421
254 47.1117 8188 7910
255 60.8676 8187 7893
256 40.7643 8188 7360
257 76.6838 8188 7874
258 141.835 8188 7861
259 80.2699 8185 7777
260 184.226 8187 7719
261 40.136 8186 7728
262 51.1628 8188 7681
263 75.158 8189 7687
264 75.0367 8188 7963
265 112.921 8190 7980
266 61.823 8188 7825
267 81.3007 8189 7675
268 80.7704 8189 7691
269 69.9319 8187 7946
270 67.5488 8189 7664
271 90.2492 8189 7631
272 101.995 8188 7911
273 88.6057 8188 7814
274 86.4626 8186 7712
275 89.6488 8187 8011
276 33.1604 8188 7727
277 121.436 8189 7682
278 59.8921 8189 7836
279 67.9168 8187 7842
280 108.012 8189 7877
281 188.821 8189 7599
282 52.2154 8186 7748
283 56.6289 8187 7952
284 64.3396 8189 7959
285 41.6186 8187 7991
286 107.924 8188 8009
287 90.7201 8189 7948
288 108.109 8190 8122
289 48.9689 8188 8007
290 114.594 8189 7924
291 95.1418 8189 7835
292 106.948 8187 7895
293 70.6286 8187 7909
294 98.1141 8187 7838
295 84.3088 8187 7881
296 76.687 8188 7891
297 61.7615 8189 7846
298 68.688 8188 7622
299 80.1944 8188 7860
300 101.336 8188 7879
301 83.1665 8186 7831
302 60.6411 8188 8023
303 81.233 8189 7960
304 157.788 8188 7879
305 75.3808 8188 7951
306 50.7427 8186 7912
307 73.6411 8190 7945
308 68.7104 8188 7953
309 53.3874 8187 7936
310 52.2695 8188 7718
311 58.9469 8189 7661
312 69.6351 8188 7968
313 56.669 8184 7934
314 92.3826 8188 7826
315 93.7092 8188 7925
316 76.6489 8187 7903
317 70.3755 8187 7633
318 79.119 8190 7768
319 59.3353 8187 8032
320 43.0057 8188 7880
321 121.316 8188 7858
322 105.844 8188 7918
323 54.863 8190 7875
324 104.981 8188 7716
325 78.8803 8188 7926
326 73.2012 8187 8045
327 76.0439 8190 8013
328 59.6045 8189 8003
329 94.2632 8190 8005
330 58.4206 8186 7952
331 50.4301 8189 8178
332 63.7604 8189 8027
333 113.464 8188 7964
334 49.6202 8190 7980
335 81.4801 8190 7959
336 64.5234 8188 7932
337 44.7746 8189 7969
338 69.6684 8188 8030
339 57.1264 8187 7929
340 56.5227 8188 7941
341 65.6871 8190 7912
342 122.629 8189 7880
343 59.6106 8188 7857
344 93.5489 8187 7895
345 71.6586 8187 7444
346 56.9565 8187 8002
347 42.5818 8188 7905
348 65.4791 8189 7954
349 69.5894 8189 7840
350 58.8177 8190 7918
351 81.3345 8188 7993
352 81.9536 8189 7878
353 70.4027 8190 7965
354 74.5834 8189 8008
355 61.7331 8187 7815
356 39.247 8188 7867
357 70.1838 8187 7638
358 80.2103 8188 8036
359 66.6068 8189 8062
360 50.9417 8188 7920
361 79.1293 8188 7975
362 46.4936 8186 7933
363 63.5919 8190 7604
364 53.6412 8185 7617
365 51.2679 8186 7850
366 40.5273 8189 7883
367 43.3009 8186 7922
368 57.049 8189 7720
369 146.668 8188 7709
370 90.9479 8188 8011
371 128.795 8184 7991
372 137.634 8188 7930
373 106.476 8188 7816
374 49.0845 8189 8036
375 57.2708 8187 8092
376 96.2509 8189 7492
377 52.5848 8187 7872
378 99.8339 8188 7613
379 53.5008 8188 7848
380 99.2477 8187 7891
381 139.142 8188 8098
382 46.9119 8186 7965
383 48.1631 8189 7979
384 67.6027 8183 8025
385 72.3254 8186 7963
386 56.085 8188 7762
387 74.6783 8188 7801
388 119.798 8188 8017
389 73.3186 8188 8196
390 71.5049 8188 7940
391 93.0903 8188 8174
392 52.2663 8189 7930
393 65.5111 8189 8104
394 66.0298 8189 8120
395 55.0336 8188 8159
396 47.098 8187 8145
397 75.4686 8189 7962
398 60.4287 8187 7908
399 88.6402 8188 7933
400 67.4418 8186 7722
401 73.5344 8188 8027
402 61.9182 8190 7865
403 91.9378 8187 7912
404 85.4937 8186 8165
405 98.2613 8189 8092
406 58.6251 8188 7994
407 52.2948 8188 7948
408 82.1655 8188 7963
409 68.8757 8190 7968
410 121.391 8188 7926
411 73.222 8185 8153
412 51.5961 8186 8214
413 79.2914 8188 8021
414 71.8079 8186 8066
415 66.3896 8188 8023
416 81.7941 8186 7955
417 67.3896 8190 8009
418 88.136 8188 8123
419 70.6399 8189 8022
420 68.005 8186 7690
421 66.6217 8188 7968
422 62.0604 8188 7860
423 67.1482 8188 7900
424 59.4554 8188 7978
425 62.8939 8187 7939
426 59.6032 8186 7830
427 46.8683 8184 7722
428 69.4956 8185 7637
429 86.8074 8189 7862
430 68.4904 8188 7810
431 111.911 8189 7865
432 68.2954 8188 7752
433 140.061 8187 7671
434 94.2085 8187 7717
435 68.7661 8186 7785
436 53.3036 8190 7739
437 65.8848 8189 8041
438 58.4433 8187 8061
439 75.8868 8186 7857
440 106.158 8187 7835
441 77.6686 8187 7933
442 105.536 8187 7914
443 52.9551 8188 7817
444 51.575 8186 7732
445 87.5019 8186 7764
446 78.1931 8189 7795
447 75.7455 8190 8002
448 147.408 8187 8038
449 87.8817 8187 7952
450 114.203 8189 7948
451 186.384 8189 7845
452 81.6672 8189 7815
453 58.668 8190 7809
454 111.386 8188 7724
455 51.3107 8189 8110
456 52.5324 8188 8112
457 87.9923 8189 7975
458 68.6014 8189 8016
459 66.4343 8189 7906
460 53.6073 8186 7843
461 40.6198 8188 7885
462 38.2607 8183 8177
463 50.8497 8188 8014
464 69.2256 8188 7919
465 55.3589 8187 8050
466 80.7572 8188 8024
467 41.562 8190 8062
468 107.183 8188 7964
469 71.2546 8187 7800
470 105.758 8189 7714
471 85.4074 8186 7718
472 52.9964 8190 7921
473 100.511 8188 7905
474 92.5479 8188 7974
475 61.9209 8189 7963
476 55.2588 8186 7959
477 56.9386 8189 7974
478 106.771 8188 7847
479 73.98 8186 7973
480 74.1525 8186 7803
481 69.9158 8189 7803
482 119.173 8188 7780
483 44.4763 8186 8125
484 60.61 8188 8019
485 69.8375 8189 7791
486 63.9047 8188 7802
487 62.0955 8190 7871
488 103.652 8189 7731
489 58.1034 8186 7973
490 112.659 8185 8012
491 69.3225 8187 8182
492 177.061 8188 7925
493 70.6946 8187 7949
494 67.559 8188 7998
495 54.0629 8188 7867
496 56.7525 8188 7710
497 47.8394 8188 7812
498 58.7808 8187 7730
499 50.7722 8188 8043
500 76.7523 8190 8029
501 69.4051 8189 8040
502 60.196 8187 7986
503 71.1462 8187 8047
504 150.778 8186 8025
505 87.3158 8189 8003
506 123.552 8190 7988
507 56.956 8186 8011
508 58.642 8186 7945
509 85.5364 8188 7885
510 149.05 8188 8093
511 60.3841 8189 7882
512 103.23 8188 7896
513 70.182 8188 7897
514 55.5878 8189 7503
515 40.4755 8187 7941
516 103.385 8188 7822
517 63.0265 8188 7763
518 137.666 8185 7717
519 81.0474 8189 7739
520 51.5577 8189 7939
521 61.1638 8189 7779
522 101.566 8187 7809
523 65.5626 8188 7799
