Polymer_Index R_g^2 N_3 Sample_Time(10^(-6)s)
0 3.14453 0 13
1 1.53906 0 13
2 3.00391 0 24
3 1.36719 0 12
4 1.66797 0 11
5 2.83203 0 11
6 1.98047 0 11
7 2.67578 0 10
8 4.18359 0 17
9 3.07422 0 11
10 2.28516 0 12
11 2.98047 0 11
12 2.62891 0 10
13 1.23828 0 11
14 0.964844 0 11
15 2.22266 0 11
16 2.69141 0 12
17 4.04688 0 27
18 2.10156 0 11
19 3.84766 0 11
20 4.38672 0 11
21 1.51953 0 11
22 1.56641 0 11
23 1.50391 0 14
24 9.91016 0 10
25 0.957031 0 11
26 2.77734 0 11
27 2.55859 0 11
28 2.55859 0 11
29 2.36719 0 11
30 2.10547 0 11
31 1.39062 0 11
32 2.03516 0 11
33 3.76953 0 12
34 3.06641 0 25
35 1.02734 0 11
36 4.39844 0 11
37 3.30078 0 11
38 6.28516 0 11
39 2.36328 0 11
40 3.57422 0 11
41 2.19922 0 11
42 3.69922 0 11
43 4.49609 0 11
44 3.43359 0 18
45 3.04688 0 11
46 1.375 0 11
47 2.96484 0 11
48 2.90234 0 11
49 2.34766 0 11
50 2.26172 0 27
51 1.60938 0 11
52 2.1875 0 11
53 1.35156 0 12
54 1.26562 0 12
55 2.62109 0 11
56 1.66016 0 11
57 2.20703 0 13
58 2.87891 0 11
59 2.25391 0 11
60 2.37891 0 11
61 2.78516 0 11
62 2.92969 0 11
63 1.11328 0 14
64 1.08203 0 11
65 3.97266 0 12
66 2.16797 0 12
67 1.57422 0 11
68 1.02734 0 11
69 1.96875 0 12
70 2.15234 0 11
71 3.20703 0 11
72 3.30078 0 11
73 1.54688 0 11
74 2.78906 0 11
75 2.14062 0 12
76 1.57422 0 11
77 4.62109 0 24
78 1.40234 0 11
79 2.18359 0 11
80 4.66797 0 11
81 2.5 0 11
82 2.03516 0 11
83 4.77734 0 11
84 2.11719 0 11
85 2.30469 0 11
86 1.28125 0 11
87 1.62891 0 11
88 1.57812 0 11
89 2.12109 0 12
90 2.62109 0 11
91 1.46484 0 13
92 1.39453 0 11
93 2.42578 0 11
94 5.32422 0 21
95 3.33203 0 11
96 4.47656 0 11
97 3.48438 0 12
98 0.984375 0 11
99 1.38672 0 11
100 3.41016 0 11
101 2.86719 0 11
102 1.78516 0 11
103 4.78906 0 11
104 1.33984 0 11
105 1.44922 0 12
106 3.81641 0 11
107 1.89453 0 11
108 2.70312 0 11
109 2.61328 0 11
110 3.78906 0 11
111 1.63672 0 11
112 2.85938 0 12
113 1.19922 0 11
114 6.37891 0 11
115 2.27734 0 11
116 0.871094 0 11
117 3.52344 0 11
118 2.32422 0 11
119 1.36328 0 11
120 1.83594 0 11
121 1.29688 0 11
122 1.39453 0 11
123 2.64062 0 15
124 2.39453 0 11
125 2.41797 0 24
126 5.26953 0 11
127 1.53516 0 23
128 1.91797 0 12
