N_3 Number_of_polymers
0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 0
23 0
24 0
25 0
26 0
27 0
28 0
29 0
30 0
31 0
32 0
33 2
34 1
35 5
36 17
37 32
38 79
39 159
40 354
41 671
42 1053
43 1423
44 1870
45 2223
46 2472
47 2192
48 1895
49 1514
50 1080
51 691
52 399
53 226
54 87
55 29
56 23
57 2
58 0
59 1
60 0
61 0
62 0
63 0
64 0
65 0
66 0
67 0
68 0
69 0
70 0
71 0
72 0
73 0
74 0
75 0
76 0
77 0
78 0
79 0
