Polymer_Index R_g^2 N_3 Sample_Time(10^(-6)s)
0 1.14453 7 13
1 2.40625 7 12
2 1.16016 7 26
3 1.96484 7 13
4 1.33984 7 12
5 2.97266 7 12
6 1.50391 7 12
7 0.964844 7 12
8 1.77344 7 17
9 1.29297 7 12
10 1.05859 7 14
11 1.72266 7 12
12 1.74609 7 13
13 3.14453 7 12
14 1.50391 7 18
15 1.36719 7 12
16 2.12109 7 14
17 4.32812 7 12
18 1.05469 7 21
19 1.51953 7 13
20 3.37891 7 14
21 2.51172 7 13
22 2.22656 7 12
23 1.99609 7 13
24 1.79297 7 13
25 2.30078 7 13
26 1.85547 7 13
27 1.91016 7 13
28 2.27734 7 25
29 2.21094 7 12
30 2.29297 7 12
31 1.27734 7 13
32 1.60938 7 17
33 1.32422 7 13
34 2.24609 7 14
35 2.83984 7 13
36 1.37891 7 13
37 1.71484 7 13
38 1.625 7 13
39 1.35938 7 12
40 1.49219 7 12
41 1.43359 7 13
42 2.37891 7 13
43 1.41797 7 13
44 1.44922 7 13
45 1.71484 7 13
46 1.51172 7 13
47 1.37109 7 13
48 1.35938 7 12
49 1.11328 7 17
50 0.964844 7 12
51 1.35156 7 13
52 2.96094 7 12
53 1.55078 7 13
54 2.37891 7 12
55 1.80469 7 13
56 2.09375 7 12
57 1.38672 7 12
58 1.08984 7 13
59 1.44141 7 13
60 2.35938 7 13
61 1.05078 7 12
62 2.40234 7 12
63 2.75391 7 12
64 1.98047 7 12
65 1.61328 7 13
66 2.19922 7 12
67 1.47656 7 12
68 1.83984 7 13
69 1.46484 7 13
70 1.23047 7 12
71 0.988281 7 12
72 1.57422 7 12
73 1.83203 7 12
74 1.64453 7 13
75 1.39453 7 12
76 1.53906 7 12
77 2.05859 7 12
78 2.37109 7 12
79 1.10938 7 12
80 1.62109 7 12
81 3.04688 7 13
82 1.41406 7 12
83 1.98828 7 12
84 1.42969 7 12
85 1.77734 7 12
86 1.91797 7 12
87 2.46484 7 12
88 2.37891 7 12
89 1.82812 7 25
90 1.47266 7 12
91 1.79688 7 12
92 1.71875 7 12
93 3.67969 7 12
94 1.29688 7 12
95 2.69922 7 12
96 2.21484 7 12
97 2.45312 7 12
98 2.24609 7 12
99 1.73047 7 12
100 1.01953 7 12
101 1.78516 7 12
102 1.59766 7 13
103 1.02344 7 25
104 2.47266 7 12
105 1.07812 7 12
106 1.62891 7 18
107 1.78516 7 25
108 1.26562 7 17
109 2.17188 7 12
110 1.71094 7 12
111 1.47266 7 12
112 2.12891 7 12
113 1.59766 7 25
114 1.64453 7 12
115 1.94922 7 12
116 1.05078 7 25
117 1.02734 7 12
118 1.29297 7 12
119 1.62109 7 12
120 1.71484 7 12
121 1.54688 7 12
122 2.05859 7 12
123 1.58203 7 12
124 2.42578 7 12
125 2.77734 7 18
126 1.51172 7 12
127 1.80859 7 12
128 1.16797 7 12
129 1.23047 7 13
130 1.38672 7 12
131 1.52734 7 12
132 2.03125 7 12
133 1.58594 7 14
134 1.89062 7 13
135 1.15625 7 12
136 1.23438 7 12
137 1.49609 7 12
138 2.35547 7 12
139 1.54297 7 12
140 2.34766 7 13
141 1.51562 7 13
142 1.33984 7 12
143 1.30078 7 12
144 1.54297 7 12
145 3.01172 7 12
146 1.60547 7 12
147 1.37891 7 12
148 1.83203 7 12
149 1.23047 7 12
150 1.57812 7 18
151 1.22266 7 12
152 0.933594 7 12
153 2.98047 7 12
154 1.80469 7 35
155 2.45312 7 12
156 1.66406 7 12
157 2.12891 7 12
158 2.26562 7 12
159 1.19141 7 13
160 1.75391 7 12
161 1.43359 7 12
162 2.13672 7 13
163 2.64453 7 12
164 1.32422 7 12
165 1.03516 7 12
166 0.972656 7 14
167 1.58594 7 12
168 1.77734 7 25
169 1.34766 7 12
170 1.96484 7 12
171 1.65234 7 23
172 1.83203 7 12
173 1.80469 7 12
174 2.0625 7 12
175 1.91797 7 12
176 1.64453 7 12
177 1.98828 7 12
178 1.73047 7 12
179 1.73828 7 12
180 1.53906 7 12
181 1.41406 7 12
182 2.15234 7 12
183 1.14844 7 12
184 1.57812 7 12
185 1.58984 7 12
186 1.14844 7 27
187 1.98828 7 12
188 1.42578 7 12
189 1.94141 7 12
190 1.10938 7 12
191 1.31641 7 12
192 2.81641 7 12
193 1.41016 7 12
194 1.40234 7 12
