N_3 Number_of_polymers
0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 2
16 5
17 14
18 55
19 125
20 250
21 448
22 776
23 1289
24 1895
25 2201
26 2443
27 2387
28 2100
29 1647
30 1178
31 809
32 446
33 228
34 132
35 45
36 20
37 3
38 1
39 1
40 0
41 0
42 0
43 0
44 0
45 0
46 0
47 0
48 0
49 0
50 0
51 0
52 0
53 0
54 0
55 0
56 0
57 0
58 0
59 0
60 0
61 0
62 0
63 0
64 0
65 0
66 0
67 0
68 0
69 0
70 0
71 0
72 0
73 0
74 0
75 0
76 0
77 0
78 0
79 0
