Polymer_Index R_g^2 N_3 Sample_Time(10^(-6)s)
0 128.091 8147 7885
1 76.758 8144 7397
2 68.5308 8154 7451
3 71.3124 8149 7404
4 83.3355 8156 7377
5 75.4758 8151 8071
6 82.4075 8149 7557
7 58.127 8145 7516
8 61.2659 8158 7490
9 67.0179 8162 7492
10 82.0696 8146 7466
11 44.3333 8157 7533
12 87.6841 8144 7587
13 55.6688 8155 7645
14 73.5771 8149 7517
15 67.999 8152 7412
16 55.2323 8145 7472
17 79.6063 8153 7422
18 111.803 8155 7515
19 61.478 8152 7370
20 76.3178 8146 7410
21 41.7588 8150 7435
22 67.3628 8145 7427
23 49.7752 8145 7441
24 96.0188 8146 7376
25 120.046 8151 7437
26 69.9335 8150 7520
27 85.4946 8156 7398
28 83.5564 8145 7429
29 95.2024 8153 7341
30 51.1144 8155 7503
31 51.3714 8151 7457
32 52.4681 8150 7514
33 122.719 8146 7455
34 166.804 8147 7469
35 73.1917 8159 7460
36 114.086 8150 7388
37 46.2638 8157 7412
38 48.8143 8153 7573
39 44.077 8148 7476
40 105.477 8155 7475
41 49.9178 8151 7999
42 62.7046 8157 7837
43 123.173 8156 7852
44 75.0597 8156 7708
45 83.9823 8155 7871
46 70.2998 8151 7398
47 92.6986 8159 7421
48 108.616 8155 7512
49 107.068 8154 7583
50 76.8186 8154 7489
51 58.4643 8150 7773
52 54.1806 8165 8019
53 72.4254 8140 7354
54 74.339 8159 7632
55 96.7535 8149 7572
56 60.4031 8152 7504
57 116.359 8156 7447
58 108.51 8154 7529
59 60.8543 8150 7604
60 57.6291 8146 7482
61 85.8568 8146 7507
62 45.2922 8155 7419
63 90.6471 8155 7439
64 64.9576 8143 7778
65 80.6329 8155 7640
66 57.0579 8152 7794
67 55.5727 8154 7456
68 77.641 8155 7472
69 75.9647 8148 7787
70 45.805 8160 7682
71 79.2864 8156 7815
72 104.303 8158 7769
73 210.934 8156 7454
74 101.511 8159 7507
75 100.153 8156 7497
76 142.329 8147 7488
77 83.5102 8143 7540
78 56.1224 8152 7529
79 72.5688 8159 7449
80 54.7161 8160 7608
