N_3 Number_of_polymers
0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 1
8 0
9 6
10 19
11 74
12 177
13 465
14 835
15 1415
16 2165
17 2600
18 2654
19 2559
20 2075
21 1463
22 942
23 566
24 259
25 139
26 53
27 26
28 5
29 2
30 0
31 0
32 0
33 0
34 0
35 0
36 0
37 0
38 0
39 0
40 0
41 0
42 0
43 0
44 0
45 0
46 0
47 0
48 0
49 0
50 0
51 0
52 0
53 0
54 0
55 0
56 0
57 0
58 0
59 0
60 0
61 0
62 0
63 0
64 0
65 0
66 0
67 0
68 0
69 0
70 0
71 0
72 0
73 0
74 0
75 0
76 0
77 0
78 0
79 0
