Polymer_Index R_g^2 N_3 Sample_Time(10^(-6)s)
0 57.7951 27 211
1 33.3786 29 191
2 36.4753 20 174
3 24.4317 29 214
4 35.629 27 213
5 46.1392 28 240
6 31.7686 22 206
7 22.3867 30 195
8 32.3343 22 208
9 39.1082 23 203
10 25.4768 27 189
11 82.7097 24 227
12 35.1138 23 220
13 41.3913 22 206
14 68.3574 25 211
15 26.6747 27 205
16 40.7805 28 211
17 20.8114 29 249
18 15.8581 24 212
19 19.8323 28 207
20 41.5817 26 179
21 22.8032 29 212
22 25.6363 25 213
23 44.3087 26 207
24 41.1962 30 199
25 58.1473 24 204
26 31.3615 29 213
27 36.5824 22 210
28 32.7836 22 192
29 19.7136 33 210
30 28.9707 31 193
31 37.5045 31 213
32 30.1489 22 207
33 49.7966 28 210
34 29.6355 21 210
35 103.129 23 199
36 31.0322 24 257
37 21.816 26 197
38 42.4454 22 192
39 54.1538 29 212
40 31.364 18 207
41 52.88 21 218
42 50.6548 23 209
43 38.8981 25 194
44 29.6876 24 209
45 35.525 24 210
46 19.2136 16 205
47 19.3611 25 219
48 25.0647 34 180
49 28.4152 31 198
50 24.2654 23 207
51 49.7993 33 207
52 30.4718 30 199
53 23.8617 27 194
54 26.6764 24 208
55 40.9836 23 195
56 29.3444 32 202
57 44.3227 30 216
58 40.2492 29 231
59 48.9551 27 202
60 33.2284 22 207
61 33.9048 28 216
62 32.9585 23 198
63 48.6472 24 209
64 49.0055 19 208
65 31.6999 26 210
66 18.9305 28 214
67 45.6969 27 206
68 28.9275 22 207
69 22.1563 24 211
70 29.9621 29 210
71 29.8429 22 211
72 23.4624 21 207
73 29.0224 27 215
74 25.2013 23 209
75 28.9608 28 196
76 38.3067 30 214
77 23.8166 26 192
78 21.7435 25 196
79 20.8311 28 213
80 26.9449 23 236
81 28.1654 32 214
82 23.7246 24 209
83 39.3308 19 192
84 47.9466 25 196
85 15.7284 17 191
86 40.7013 22 204
87 37.4346 24 208
88 34.3159 27 194
89 33.9661 28 203
90 26.0211 19 208
91 37.38 24 210
92 47.4759 26 217
93 25.8629 29 210
94 28.7354 28 214
95 18.1868 28 205
96 56.3486 29 197
97 19.2777 28 201
98 46.6555 25 213
99 19.6237 22 193
100 25.2764 31 200
101 42.2342 24 198
102 26.5867 25 242
103 27.4836 26 229
104 29.657 25 209
105 24.2392 23 212
106 62.1331 26 209
107 20.9397 26 213
108 36.771 23 213
109 71.8223 20 201
110 29.4587 28 210
111 27.8468 24 216
112 65.6283 23 209
113 37.4331 22 202
114 33.5669 33 206
115 30.3929 30 226
